time,temp0,hum0,cpt0,temp1,hum1,cpt1,temp2,hum2,cpt2,temp3,hum3,cpt3,temp4,hum4,cpt4,temp5,hum5,cpt5,temp6,hum6,cpt6,temp7,hum7,cpt7,temp8,hum8,cpt8,temp9,hum9,cpt9,targ0,meas0,temp_start0,temp_end0,open0,timeout0,cpt0,targ1,meas1,temp_start1,temp_end1,open1,timeout1,cpt1,targ2,meas2,temp_start2,temp_end2,open2,timeout2,cpt2,targ3,meas3,temp_start3,temp_end3,open3,timeout3,cpt3,targ4,meas4,temp_start4,temp_end4,open4,timeout4,cpt4
31_10_1_37_52,0,0,0,21.10,44.50,20237,19.90,56.80,20316,0,0,0,19.00,57.00,20322,19.70,52.00,20319,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.18,20.18,C,24,0,17.90,19.90,20.18,20.36,C,1,0,21.20,0.00,20.18,21.93,C,3400,400,18.10,19.00,20.18,64.10,C,0,0,20.20,19.70,20.18,64.10,O,0,0
31_10_1_38_22,0,0,0,21.00,44.40,20366,19.90,56.90,20379,0,0,0,19.00,56.90,20370,19.70,52.10,20365,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,0,0,17.90,19.90,20.18,20.36,C,0,0,21.20,0.00,20.18,21.93,C,3408,408,18.10,19.00,20.18,64.10,C,0,0,20.20,19.70,20.18,64.10,O,0,0
31_10_1_38_52,0,0,0,21.00,44.40,20447,19.90,56.90,20436,0,0,0,19.00,56.90,20434,19.40,51.80,20441,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.18,20.18,C,1,0,17.90,19.90,20.18,20.30,C,1,0,21.20,0.00,20.18,21.93,C,3415,415,18.10,19.00,20.18,64.10,C,1,0,20.20,19.70,20.18,64.10,O,1,0
31_10_1_39_22,0,0,0,21.00,44.40,20478,19.90,56.90,20469,0,0,0,19.00,57.00,20481,19.70,52.30,20477,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,0,0,17.90,19.90,20.18,20.30,C,3,0,21.20,0.00,20.18,21.93,C,3425,425,18.10,19.00,20.18,64.10,C,0,0,20.20,19.70,20.18,64.10,O,1,0
31_10_1_39_53,0,0,0,21.00,44.40,20538,19.90,56.70,20553,0,0,0,19.00,56.90,20541,19.60,52.20,20547,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,0,0,17.90,19.90,20.18,20.30,C,1,0,21.20,0.00,20.18,21.93,C,3432,432,18.10,19.00,20.18,64.10,C,0,0,20.20,19.70,20.18,64.10,O,1,0
31_10_1_40_23,0,0,0,21.00,44.40,20616,19.90,56.70,20610,0,0,0,19.00,56.90,20602,19.70,52.30,20607,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.18,20.18,C,2,0,17.90,19.90,20.18,20.30,C,1,0,21.20,0.00,20.18,21.93,C,3440,440,18.10,19.00,20.18,64.10,C,2,0,20.20,19.70,20.18,64.10,O,1,0
31_10_1_40_53,0,0,0,21.10,44.50,20667,19.70,56.50,20627,0,0,0,19.00,56.90,20602,19.90,52.60,20673,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.18,20.18,C,0,0,17.90,19.70,20.18,20.30,C,6,0,21.20,0.00,20.18,21.93,C,3448,448,18.10,19.00,20.18,64.10,C,10,0,20.20,19.90,20.18,64.10,O,0,0
31_10_1_41_23,0,0,0,21.00,44.40,20700,19.70,56.50,20627,0,0,0,19.00,56.90,20602,19.70,52.40,20702,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,1,0,17.90,19.70,20.18,20.30,C,16,0,21.20,0.00,20.18,21.93,C,3458,458,18.10,19.00,20.18,64.10,C,20,0,20.20,19.70,20.18,64.10,O,1,0
31_10_1_41_54,0,0,0,21.00,44.40,20705,19.70,56.60,20726,0,0,0,19.00,56.90,20602,19.60,52.20,20727,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.11,C,9,0,17.90,19.70,20.18,20.24,C,0,0,21.20,0.00,20.18,21.93,C,3469,469,18.10,19.00,20.18,64.10,C,31,0,20.20,19.70,20.18,64.10,O,2,0
31_10_1_42_24,0,0,0,21.00,44.40,20705,19.90,56.70,20769,0,0,0,18.90,56.80,20750,19.60,52.20,20767,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,18,0,17.90,19.90,20.18,20.30,C,1,0,21.20,0.00,20.18,21.93,C,3478,478,18.10,18.90,20.18,64.10,C,3,0,20.20,19.60,20.18,64.10,O,1,0
31_10_1_42_54,0,0,0,21.00,44.40,20829,19.90,56.70,20819,0,0,0,18.90,56.70,20814,19.70,52.20,20827,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,1,0,17.90,19.90,20.18,20.30,C,0,0,21.20,0.00,20.18,21.99,C,3486,486,18.10,18.90,20.18,64.10,C,1,0,20.20,19.60,20.18,64.10,O,1,0
31_10_1_43_24,0,0,0,21.00,44.40,20897,19.90,56.80,20899,0,0,0,19.00,56.90,20878,19.60,52.30,20889,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,0,0,17.90,19.90,20.24,20.30,C,1,0,21.20,0.00,20.24,21.99,C,3493,493,18.10,19.00,20.24,64.10,C,1,0,20.20,19.60,20.24,64.10,O,0,0
31_10_1_43_54,0,0,0,20.80,44.20,20938,19.90,56.80,20945,0,0,0,18.90,56.80,20949,19.70,52.30,20959,0,0,0,0,0,0,0,0,0,0,0,0,17.80,20.80,20.36,20.36,C,0,0,17.90,19.90,20.36,20.30,C,0,0,21.20,0.00,20.36,21.99,C,3501,501,18.10,18.90,20.36,64.10,C,0,0,20.20,19.70,20.36,64.10,O,1,0
31_10_1_44_25,0,0,0,21.20,44.60,21007,19.90,56.80,21003,0,0,0,19.00,57.00,20992,19.70,52.10,20997,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.43,20.43,C,1,0,17.90,19.90,20.43,20.30,C,2,0,21.20,0.00,20.43,21.99,C,3510,510,18.10,19.00,20.43,64.10,C,1,0,20.20,19.70,20.43,64.10,O,0,0
31_10_1_44_55,0,0,0,21.00,44.40,21073,19.90,56.90,21065,0,0,0,19.00,57.00,21075,19.60,52.40,21079,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.43,20.43,C,0,0,17.90,19.90,20.43,20.30,C,0,0,21.20,0.00,20.43,21.99,C,3517,517,18.10,19.00,20.43,64.10,C,0,0,20.20,19.60,20.43,64.10,O,0,0
31_10_1_45_26,0,0,0,21.00,44.40,21130,19.90,56.90,21142,0,0,0,19.00,57.00,21075,19.70,52.60,21137,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.49,20.49,C,1,0,17.90,19.90,20.49,20.30,C,0,0,21.20,0.00,20.49,21.99,C,3525,525,18.10,19.00,20.43,64.10,C,7,0,20.20,19.70,20.43,64.10,O,0,0
31_10_1_45_56,0,0,0,21.00,44.50,21179,19.80,56.90,21151,0,0,0,19.00,57.00,21075,19.80,52.40,21184,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.49,20.49,C,2,0,17.90,19.80,20.49,20.30,C,7,0,21.20,0.00,20.49,21.99,C,3534,534,18.10,19.00,20.49,64.10,C,17,0,20.20,19.70,20.49,64.10,O,2,0
31_10_1_46_26,0,0,0,21.00,44.50,21179,19.80,56.90,21151,0,0,0,18.90,56.90,21209,19.90,52.40,21206,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.49,20.55,C,10,0,17.90,19.80,20.49,20.68,C,18,0,21.20,0.00,20.49,21.99,C,3545,545,18.10,18.90,20.55,64.10,C,0,0,20.20,19.90,20.55,64.10,O,0,0
31_10_1_46_56,0,0,0,21.00,44.50,21179,19.90,56.90,21236,0,0,0,19.00,57.00,21233,19.70,52.40,21240,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.55,20.55,C,20,0,17.90,19.90,20.55,20.30,C,0,0,21.20,0.00,20.55,21.99,C,3555,555,18.10,19.00,20.55,64.10,C,1,0,20.20,19.70,20.55,64.10,O,0,0
31_10_1_47_27,0,0,0,21.00,44.50,21291,19.90,56.90,21276,0,0,0,19.00,57.00,21273,19.70,52.50,21286,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.55,20.55,C,1,0,17.90,19.90,20.55,20.36,C,1,0,21.20,0.00,20.49,21.99,C,3563,563,18.10,19.00,20.49,64.10,C,1,0,20.20,19.70,20.49,64.10,O,0,0
31_10_1_47_57,0,0,0,20.90,44.40,21342,19.90,56.90,21351,0,0,0,19.00,57.00,21345,19.70,52.60,21356,0,0,0,0,0,0,0,0,0,0,0,0,17.80,20.90,20.49,20.49,C,0,0,17.90,19.90,20.49,20.36,C,0,0,21.20,0.00,20.49,21.99,C,3571,571,18.10,19.00,20.49,64.10,C,0,0,20.20,19.70,20.49,64.10,O,1,0
31_10_1_48_27,0,0,0,21.00,44.50,21410,19.90,56.90,21412,0,0,0,18.90,56.90,21393,19.70,52.60,21402,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.43,C,1,0,17.90,19.90,20.43,20.36,C,1,0,21.20,0.00,20.43,21.99,C,3579,579,18.10,18.90,20.43,64.10,C,1,0,20.20,19.70,20.43,64.10,O,0,0
31_10_1_48_58,0,0,0,21.00,44.50,21459,19.90,56.80,21454,0,0,0,19.00,57.00,21460,19.60,52.30,21463,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.30,20.30,C,0,0,17.90,19.90,20.30,20.36,C,1,0,21.20,0.00,20.30,21.99,C,3588,588,18.10,19.00,20.30,64.10,C,0,0,20.20,19.70,20.30,64.10,O,2,0
31_10_1_49_28,0,0,0,21.00,44.50,21516,19.90,56.90,21527,0,0,0,19.00,56.80,21500,19.70,52.50,21523,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,2,0,17.90,19.90,20.30,20.36,C,1,0,21.20,0.00,20.30,21.99,C,3595,595,18.10,19.00,20.30,64.10,C,3,0,20.20,19.70,20.30,64.10,O,0,0
31_10_1_49_58,0,0,0,21.00,44.50,21583,19.90,56.90,21576,0,0,0,19.00,56.80,21500,19.70,52.60,21589,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,1,0,17.90,19.90,20.24,20.36,C,0,0,21.20,0.00,20.24,22.06,O,3603,603,18.10,19.00,20.24,64.10,C,11,0,20.20,19.60,20.24,64.10,O,0,0
31_10_1_50_28,0,0,0,21.10,44.60,21645,19.90,56.80,21655,0,0,0,19.00,56.80,21500,19.60,52.40,21653,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.24,C,1,0,17.90,19.90,20.24,20.30,C,0,0,21.20,0.00,20.24,22.06,O,3610,610,18.10,19.00,20.24,64.10,C,18,0,20.20,19.60,20.24,64.10,O,0,0
31_10_1_50_59,0,0,0,21.10,44.60,21645,19.90,56.80,21655,0,0,0,18.90,56.80,21670,19.60,52.10,21682,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.18,20.18,C,11,0,17.90,19.90,20.18,20.36,C,10,0,21.20,0.00,20.18,22.06,O,3621,621,18.10,18.90,20.18,64.10,C,4,0,20.20,19.70,20.18,64.10,O,2,0
31_10_1_51_29,0,0,0,21.10,44.60,21645,19.90,56.80,21655,0,0,0,18.90,56.80,21711,19.70,52.40,21710,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.18,20.18,C,21,0,17.90,19.90,20.18,20.36,C,20,0,21.20,0.00,20.18,22.06,O,3631,631,18.10,18.90,20.18,64.10,C,14,0,20.20,19.70,20.18,64.10,O,0,0
31_10_1_51_59,0,0,0,21.00,44.50,21742,19.90,56.90,21743,0,0,0,18.90,56.80,21711,19.70,52.60,21746,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.24,C,1,0,17.90,19.90,20.18,20.30,C,2,0,21.20,0.00,20.18,22.06,O,3641,641,18.10,18.90,20.18,64.10,C,9,0,20.20,19.60,20.18,64.10,O,1,0
31_10_1_52_29,0,0,0,21.00,44.50,21820,19.90,56.90,21805,0,0,0,19.00,56.90,21798,19.70,52.40,21814,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,1,0,17.90,19.90,20.24,20.30,C,0,0,21.20,0.00,20.24,22.06,O,3648,648,18.10,19.00,20.24,63.91,C,0,0,20.20,19.70,20.24,64.10,O,0,0
31_10_1_52_59,0,0,0,21.00,44.50,21873,20.10,57.00,21875,0,0,0,19.00,57.00,21840,19.70,52.50,21876,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,0,0,17.90,20.10,20.24,20.36,C,0,0,21.20,0.00,20.24,22.06,O,3656,656,18.10,19.00,20.24,64.10,C,4,0,20.20,19.40,20.24,64.10,O,1,0
31_10_1_53_29,0,0,0,21.00,44.50,21922,19.90,56.90,21927,0,0,0,19.00,56.90,21928,19.60,52.50,21935,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.30,C,1,0,17.90,19.90,20.24,20.36,C,1,0,21.20,0.00,20.24,22.06,O,3664,664,18.10,19.00,20.24,64.10,C,0,0,20.20,19.60,20.24,64.10,O,0,0
31_10_1_54_0,0,0,0,21.00,44.60,21974,19.90,56.90,21970,0,0,0,19.00,56.90,21928,19.70,52.40,21962,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,0,0,17.90,19.90,20.24,20.36,C,0,0,21.20,0.00,20.24,22.06,O,3674,674,18.10,19.00,20.24,64.10,C,10,0,20.20,19.70,20.24,64.10,O,0,0
31_10_1_54_30,0,0,0,20.90,44.50,22030,19.90,56.90,22041,0,0,0,19.00,56.90,21928,19.60,52.50,22039,0,0,0,0,0,0,0,0,0,0,0,0,17.80,20.90,20.24,20.24,C,0,0,17.90,19.90,20.24,20.36,C,0,0,21.20,0.00,20.24,22.06,O,3681,681,18.10,19.00,20.24,64.10,C,17,0,20.20,19.60,20.24,64.10,O,0,0
31_10_1_55_0,0,0,0,20.90,44.50,22093,19.90,56.90,22107,0,0,0,19.00,56.90,21928,19.70,52.60,22100,0,0,0,0,0,0,0,0,0,0,0,0,17.80,20.90,20.24,20.24,C,2,0,17.90,19.90,20.24,20.36,C,0,0,21.20,0.00,20.24,22.06,O,3688,688,18.10,19.00,20.24,64.10,C,24,0,20.20,19.70,20.24,64.10,O,0,0
31_10_1_55_31,0,0,0,21.00,44.60,22109,19.90,56.90,22145,0,0,0,18.68,51.76,22132,19.60,52.50,22139,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,8,0,17.90,19.80,20.24,20.36,C,2,0,21.20,0.00,20.24,22.06,O,3698,698,18.10,18.68,20.24,64.10,C,2,0,20.20,19.70,20.24,64.10,O,2,0
31_10_1_56_1,0,0,0,21.00,44.60,22109,19.90,56.90,22145,0,0,0,18.68,51.76,22132,19.70,52.70,22170,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,19,0,17.90,19.90,20.24,20.36,C,10,0,21.20,0.00,20.24,22.06,O,3709,709,18.10,18.68,20.24,64.10,C,13,0,20.20,19.70,20.24,64.10,O,1,0
31_10_1_56_31,0,0,0,21.00,44.50,22205,19.90,56.90,22145,0,0,0,19.00,56.80,22191,19.80,52.70,22211,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,2,0,17.90,19.90,20.24,20.30,C,19,0,21.20,0.00,20.24,22.06,O,3718,718,18.10,19.00,20.24,64.10,C,4,0,20.20,19.80,20.24,64.10,O,0,0
31_10_1_57_1,0,0,0,20.90,44.50,22243,19.90,56.90,22145,0,0,0,19.00,56.90,22234,19.70,52.60,22240,0,0,0,0,0,0,0,0,0,0,0,0,17.80,20.90,20.18,20.18,C,0,0,17.90,19.90,20.18,20.30,C,29,0,21.20,0.00,20.18,22.12,O,3728,728,18.10,19.00,20.18,64.10,C,2,0,20.20,19.70,20.18,64.10,O,1,0
31_10_1_57_32,0,0,0,21.00,44.60,22296,19.80,56.90,22282,0,0,0,19.00,56.90,22274,19.60,52.50,22303,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,1,0,17.90,19.80,20.18,20.30,C,2,0,21.20,0.00,20.18,22.12,O,3736,736,18.10,19.00,20.18,64.10,C,2,0,20.20,19.60,20.18,64.10,O,0,0
31_10_1_58_2,0,0,0,20.90,44.50,22357,20.00,57.00,22361,0,0,0,19.00,56.90,22274,19.70,52.50,22350,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.18,20.18,C,1,0,17.90,19.80,20.18,20.30,C,1,0,21.20,0.00,20.18,22.12,O,3744,744,18.10,19.00,20.18,64.10,C,10,0,20.20,19.70,20.18,64.10,O,0,0
31_10_1_58_32,0,0,0,21.00,44.60,22374,19.80,56.80,22398,0,0,0,19.00,56.90,22274,19.60,52.60,22404,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,7,0,17.90,19.80,20.18,20.36,C,1,0,21.20,0.00,20.18,22.12,O,3753,753,18.10,19.00,20.18,64.04,C,19,0,20.20,19.70,20.18,64.10,O,2,0
31_10_1_59_3,0,0,0,21.00,44.50,22465,19.80,56.70,22464,0,0,0,19.00,56.90,22274,19.70,52.60,22454,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,0,0,17.90,19.80,20.18,20.30,C,1,0,21.20,0.00,20.18,22.12,O,3761,761,18.10,19.00,20.18,64.10,C,27,0,20.20,19.70,20.18,64.10,O,0,0
31_10_1_59_33,0,0,0,21.00,44.50,22508,19.80,56.80,22506,0,0,0,19.00,56.90,22274,19.70,52.60,22512,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,1,0,17.90,19.80,20.18,20.30,C,1,0,21.20,0.00,20.18,22.12,O,3770,770,18.10,19.00,20.18,64.10,C,36,0,20.20,19.70,20.18,64.10,O,0,0
31_10_2_0_4,0,0,0,21.00,44.50,22508,19.70,56.70,22537,0,0,0,19.00,57.00,22538,19.90,52.80,22532,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,11,0,17.90,19.70,20.18,20.36,C,0,0,21.20,0.00,20.18,22.12,O,3781,781,18.10,19.00,20.18,64.10,C,0,0,20.20,19.90,20.18,64.10,O,1,0
31_10_2_0_34,0,0,0,21.00,44.50,22508,19.90,56.90,22594,0,0,0,19.00,57.00,22538,19.40,52.20,22592,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,19,0,17.90,19.90,20.18,20.30,C,1,0,21.20,0.00,20.18,22.12,O,3789,789,18.10,19.00,20.18,64.10,C,8,0,20.20,19.70,20.18,63.66,O,1,0
31_10_2_1_4,0,0,0,21.00,44.50,22624,19.70,56.70,22601,0,0,0,19.00,57.10,22625,19.50,52.50,22618,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.18,20.18,C,1,0,17.90,19.70,20.18,20.36,C,6,0,21.20,0.00,20.18,22.12,O,3799,799,18.10,19.00,20.18,64.10,C,18,0,20.20,19.50,20.18,64.10,O,0,0
31_10_2_1_34,0,0,0,20.90,44.40,22663,19.70,56.70,22601,0,0,0,19.00,57.10,22625,19.70,52.60,22670,0,0,0,0,0,0,0,0,0,0,0,0,17.80,20.90,20.18,20.18,C,2,0,17.90,19.70,20.18,20.30,C,16,0,21.20,0.00,20.18,22.12,O,3808,808,18.10,19.00,20.18,64.10,C,8,0,20.20,19.70,20.18,64.10,O,2,0
31_10_2_2_5,0,0,0,21.00,44.50,22708,19.70,56.70,22601,0,0,0,19.00,57.10,22625,19.80,52.80,22702,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,0,0,17.90,19.70,20.24,20.36,C,25,0,21.20,0.00,20.24,22.12,O,3818,818,18.10,19.00,20.24,64.10,C,18,0,20.20,19.80,20.24,64.10,O,0,0
31_10_2_2_35,0,0,0,21.00,44.50,22756,19.80,56.80,22764,0,0,0,19.00,57.10,22625,19.70,52.60,22769,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.30,20.30,C,0,0,17.90,19.80,20.30,20.36,C,0,0,21.20,0.00,20.30,22.12,O,3826,826,18.10,19.00,20.30,64.10,C,26,0,20.20,19.60,20.30,64.10,O,1,0
31_10_2_3_5,0,0,0,21.10,44.60,22810,19.60,56.60,22816,0,0,0,19.00,57.10,22625,19.70,52.70,22821,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.36,20.36,C,2,0,17.90,19.60,20.36,20.30,C,1,0,21.20,0.00,20.36,22.12,O,3834,834,18.10,19.00,20.36,64.10,C,34,0,20.20,19.70,20.36,64.10,O,0,0
31_10_2_3_35,0,0,0,21.00,44.40,22871,19.80,56.70,22865,0,0,0,19.00,57.10,22625,19.70,52.70,22875,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.36,20.36,C,0,0,17.90,19.80,20.36,20.30,C,0,0,21.20,0.00,20.36,22.12,O,3843,843,18.10,19.00,20.36,64.10,C,43,0,20.20,19.70,20.36,64.10,O,1,0
31_10_2_4_6,0,0,0,21.00,44.50,22933,19.90,56.90,22947,0,0,0,19.00,57.10,22625,19.70,52.30,22942,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.43,20.49,C,1,0,17.90,19.90,20.43,20.30,C,1,0,21.20,0.00,20.43,22.12,O,3850,850,18.10,19.00,20.43,64.10,C,50,0,20.20,19.70,20.43,64.10,O,0,0
31_10_2_4_36,0,0,0,21.00,44.50,22933,19.80,56.90,22976,0,0,0,19.00,57.00,22983,19.50,52.50,22992,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.49,20.49,C,10,0,17.90,19.80,20.49,20.43,C,4,0,21.20,0.00,20.49,22.12,O,3859,859,18.10,19.00,20.49,64.10,C,1,0,20.20,19.70,20.49,64.10,O,2,0
31_10_2_5_6,0,0,0,21.00,44.50,22933,19.80,56.90,23035,0,0,0,19.00,57.00,22983,19.70,52.60,23028,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.49,20.49,C,19,0,17.90,19.90,20.49,20.43,C,2,0,21.20,0.00,20.49,22.18,O,3868,868,18.10,19.00,20.49,64.10,C,10,0,20.20,19.70,20.49,64.10,O,0,0
31_10_2_5_36,0,0,0,21.00,44.50,22933,19.90,56.90,23056,0,0,0,19.00,57.00,22983,19.70,52.70,23069,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.49,20.49,C,29,0,17.90,19.90,20.49,20.30,C,4,0,21.20,0.00,20.49,22.18,O,3878,878,18.10,19.00,20.49,64.10,C,20,0,20.20,19.70,20.49,64.10,O,2,0
31_10_2_6_7,0,0,0,21.00,44.40,23113,19.90,56.90,23081,0,0,0,19.00,57.00,22983,19.70,52.80,23108,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.49,20.49,C,2,0,17.90,19.90,20.49,20.36,C,5,0,21.20,0.00,20.49,22.18,O,3887,887,18.10,19.00,20.49,64.10,C,29,0,20.20,19.70,20.49,64.10,O,0,0
31_10_2_6_37,0,0,0,21.00,44.40,23140,19.90,56.90,23081,0,0,0,19.00,57.00,22983,19.70,53.00,23147,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.49,20.49,C,0,0,17.90,19.90,20.49,20.36,C,15,0,21.20,0.00,20.49,22.18,O,3897,897,18.10,19.00,20.49,64.10,C,39,0,20.20,19.70,20.49,64.10,O,1,0
31_10_2_7_7,0,0,0,21.00,44.40,23178,19.90,56.90,23081,0,0,0,19.00,57.00,22983,19.70,53.10,23186,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.43,20.43,C,2,0,17.90,19.90,20.43,20.30,C,25,0,21.20,0.00,20.43,22.18,O,3907,907,18.10,19.00,20.43,64.10,C,49,0,20.20,19.70,20.43,64.10,O,0,0
31_10_2_7_38,0,0,0,21.00,44.40,23243,19.80,56.80,23253,0,0,0,19.00,57.00,22983,19.70,53.00,23255,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.43,20.43,C,1,0,17.90,19.80,20.43,20.30,C,1,0,21.20,0.00,20.43,22.18,O,3914,914,18.10,19.00,20.43,64.10,C,56,0,20.20,19.60,20.43,64.10,O,1,0
31_10_2_8_8,0,0,0,21.00,44.40,23281,19.80,56.80,23276,0,0,0,19.00,57.00,22983,19.50,52.80,23287,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.36,20.36,C,1,0,17.90,19.80,20.36,20.30,C,1,0,21.20,0.00,20.36,22.18,O,3924,924,18.10,19.00,20.36,64.10,C,66,0,20.20,19.50,20.36,64.10,O,0,0
31_10_2_8_38,0,0,0,21.00,44.40,23344,19.90,56.90,23343,0,0,0,19.00,57.00,22983,19.60,52.90,23347,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.30,C,2,0,17.90,19.90,20.24,20.30,C,0,0,21.20,0.00,20.24,22.18,O,3932,932,18.10,19.00,20.24,64.10,C,74,0,20.20,19.60,20.24,64.10,O,1,0
31_10_2_9_9,0,0,0,21.00,44.40,23344,19.90,56.80,23370,0,0,0,19.00,57.10,23378,19.60,52.80,23387,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.30,20.24,C,9,0,17.90,19.90,20.30,20.30,C,5,0,21.20,0.00,20.30,22.18,O,3941,941,18.10,19.00,20.30,64.10,C,1,0,20.20,19.60,20.30,64.10,O,0,0
31_10_2_9_39,0,0,0,21.00,44.40,23344,19.90,56.80,23423,0,0,0,19.00,57.10,23378,19.70,52.60,23428,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.30,20.30,C,18,0,17.90,19.90,20.30,20.30,C,0,0,21.20,0.00,20.30,22.18,O,3951,951,18.10,19.00,20.30,64.10,C,11,0,20.20,19.60,20.30,64.10,O,1,0
31_10_2_10_10,0,0,0,21.00,44.40,23475,19.90,56.80,23479,0,0,0,19.00,57.10,23378,19.60,52.60,23472,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,0,0,17.90,19.90,20.24,20.30,C,0,0,21.20,0.00,20.24,21.74,O,3960,960,18.10,19.00,20.24,64.10,C,19,0,20.20,19.60,20.24,64.10,O,0,0
31_10_2_10_40,0,0,0,20.90,44.30,23506,19.90,56.80,23501,0,0,0,19.00,57.20,23507,19.60,52.90,23509,0,0,0,0,0,0,0,0,0,0,0,0,17.80,20.90,20.24,20.24,C,1,0,17.90,19.90,20.24,20.30,C,1,0,21.20,0.00,20.24,22.18,O,3970,970,18.10,19.00,20.24,64.10,C,30,0,20.20,19.70,20.24,64.10,O,1,0
31_10_2_11_10,0,0,0,21.00,44.40,23554,19.90,56.80,23531,0,0,0,19.00,57.20,23507,19.60,52.80,23552,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.24,20.24,C,2,0,17.90,19.90,20.24,20.30,C,5,0,21.20,0.00,20.24,22.18,O,3979,979,18.10,19.00,20.24,64.10,C,8,0,20.20,19.60,20.24,64.10,O,0,0
31_10_2_11_40,0,0,0,21.10,44.50,23585,19.90,56.80,23531,0,0,0,19.00,57.20,23507,19.60,53.00,23588,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.24,C,0,0,17.90,19.90,20.24,20.30,C,15,0,21.20,0.00,20.24,22.18,O,3989,989,18.10,19.00,20.24,64.10,C,18,0,20.20,19.70,20.24,64.10,O,1,0
