time,temp0,hum0,cpt0,temp1,hum1,cpt1,temp2,hum2,cpt2,temp3,hum3,cpt3,temp4,hum4,cpt4,temp5,hum5,cpt5,temp6,hum6,cpt6,temp7,hum7,cpt7,temp8,hum8,cpt8,temp9,hum9,cpt9,targ0,meas0,temp_start0,temp_end0,open0,timeout0,cpt0,targ1,meas1,temp_start1,temp_end1,open1,timeout1,cpt1,targ2,meas2,temp_start2,temp_end2,open2,timeout2,cpt2,targ3,meas3,temp_start3,temp_end3,open3,timeout3,cpt3,targ4,meas4,temp_start4,temp_end4,open4,timeout4,cpt4
31_10_0_15_0,0,0,0,21.10,44.50,11300,20.00,56.20,11186,0,0,0,19.00,55.80,11246,19.70,51.70,11294,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.36,20.36,C,2,0,17.90,20.00,20.36,20.43,C,18,0,21.20,0.00,20.36,20.55,C,2034,234,18.10,19.00,20.36,64.10,C,9,0,20.20,19.70,20.36,64.10,O,2,0
31_10_0_15_31,0,0,0,21.10,44.50,11319,20.00,56.20,11186,0,0,0,19.00,55.80,11246,19.80,51.70,11330,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,4,0,17.90,20.00,20.30,20.43,C,28,0,21.20,0.00,20.30,20.55,C,2044,244,18.10,19.00,20.30,64.10,C,19,0,20.20,19.80,20.30,64.10,O,0,0
31_10_0_16_1,0,0,0,21.10,44.50,11319,20.00,56.00,11375,0,0,0,19.00,55.80,11372,19.70,51.70,11376,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,13,0,17.90,20.00,20.30,20.49,C,1,0,21.20,0.00,20.30,20.55,C,2053,253,18.10,19.00,20.30,64.10,C,1,0,20.20,19.70,20.30,64.10,O,1,0
31_10_0_16_31,0,0,0,21.10,44.50,11319,19.90,56.00,11432,0,0,0,19.00,55.80,11425,19.70,51.60,11438,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,21,0,17.90,19.90,20.30,20.49,C,1,0,21.20,0.00,20.30,20.55,C,2061,261,18.10,19.00,20.30,64.10,C,1,0,20.20,19.70,20.30,64.10,O,0,0
31_10_0_17_1,0,0,0,21.10,44.50,11502,20.00,56.10,11512,0,0,0,19.00,55.70,11504,19.70,51.50,11500,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.30,C,1,0,17.90,20.00,20.24,20.43,C,0,0,21.20,0.00,20.24,20.62,C,2068,268,18.10,19.00,20.24,64.10,C,0,0,20.20,19.70,20.30,64.10,O,0,0
31_10_0_17_31,0,0,0,21.30,44.70,11558,19.90,56.00,11562,0,0,0,19.00,55.70,11550,19.70,51.50,11569,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.30,20.24,20.24,C,2,0,17.90,19.90,20.24,20.43,C,1,0,21.20,0.00,20.24,20.62,C,2076,276,18.10,19.00,20.24,64.10,C,4,0,20.20,19.70,20.24,64.10,O,0,0
31_10_0_18_2,0,0,0,21.10,44.40,11594,20.00,56.00,11613,0,0,0,19.00,55.80,11626,19.70,51.70,11623,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,5,0,17.90,20.00,20.30,20.43,C,3,0,21.20,0.00,20.30,20.62,C,2084,284,18.10,19.00,20.30,64.10,C,2,0,20.20,19.70,20.30,64.10,O,1,0
31_10_0_18_32,0,0,0,21.10,44.40,11688,20.00,56.00,11707,0,0,0,19.00,55.70,11692,19.70,51.70,11702,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.30,C,0,0,17.90,19.90,20.24,20.43,C,0,0,21.20,0.00,20.24,20.62,C,2090,290,18.10,19.00,20.24,64.10,C,1,0,20.20,19.70,20.24,64.10,O,1,0
31_10_0_19_2,0,0,0,21.30,44.60,11782,19.90,55.90,11778,0,0,0,19.00,55.70,11746,19.70,51.60,11774,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.30,C,1,0,17.90,19.90,20.24,20.43,C,0,0,21.20,0.00,20.24,20.68,C,2097,297,18.10,19.00,20.24,64.10,C,3,0,20.20,19.70,20.24,64.10,O,1,0
31_10_0_19_32,0,0,0,21.10,44.40,11823,20.00,56.00,11790,0,0,0,19.00,55.70,11746,19.70,51.60,11830,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,0,0,17.90,20.00,20.30,20.43,C,7,0,21.20,0.00,20.30,20.68,C,2106,306,18.10,19.00,20.30,64.10,C,12,0,20.20,19.70,20.30,64.10,O,0,0
31_10_0_20_3,0,0,0,21.10,44.40,11863,20.00,56.00,11790,0,0,0,19.00,55.70,11871,19.70,51.60,11868,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.30,C,1,0,17.90,20.00,20.24,20.43,C,16,0,21.20,0.00,20.24,20.68,C,2115,315,18.10,19.00,20.24,64.10,C,0,0,20.20,19.70,20.24,64.10,O,0,0
31_10_0_20_33,0,0,0,21.10,44.40,11876,20.00,56.00,11912,0,0,0,19.00,55.70,11908,19.80,51.70,11918,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.24,C,7,0,17.90,20.00,20.24,20.43,C,25,0,21.20,0.00,20.24,20.68,C,2124,324,18.10,19.00,20.24,64.10,C,1,0,20.20,19.80,20.24,64.10,O,1,0
31_10_0_21_3,0,0,0,21.10,44.40,11876,19.90,56.00,11968,0,0,0,19.00,55.70,11982,19.70,51.60,11974,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,15,0,17.90,19.90,20.30,20.43,C,1,0,21.20,0.00,20.30,20.68,C,2132,332,18.10,19.00,20.30,64.10,C,0,0,20.20,19.70,20.30,64.10,O,1,0
31_10_0_21_34,0,0,0,21.00,44.30,12026,19.90,56.00,12037,0,0,0,19.00,55.70,12035,19.70,51.70,12043,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.00,20.30,20.30,C,1,0,17.90,19.90,20.30,20.36,C,0,0,21.20,0.00,20.30,20.74,C,2140,340,18.10,19.00,20.30,64.10,C,1,0,20.20,19.70,20.30,64.10,O,1,0
31_10_0_22_4,0,0,0,21.10,44.40,12102,19.90,56.00,12106,0,0,0,19.00,55.80,12111,19.70,51.60,12097,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,2,0,17.90,19.90,20.30,20.43,C,3,0,21.20,0.00,20.30,20.74,C,2147,347,18.10,19.00,20.30,64.10,C,1,0,20.20,19.70,20.30,64.10,O,0,0
31_10_0_22_34,0,0,0,21.10,44.40,12162,19.90,56.00,12169,0,0,0,19.00,55.90,12175,19.70,51.50,12181,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.30,C,0,0,17.90,19.90,20.24,20.36,C,0,0,21.20,0.00,20.24,20.74,C,2154,354,18.10,19.00,20.24,64.10,C,2,0,20.20,19.80,20.24,64.10,O,1,0
31_10_0_23_4,0,0,0,21.20,44.50,12241,19.90,56.00,12236,0,0,0,19.00,56.00,12227,19.70,51.70,12231,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.30,C,1,0,17.90,20.00,20.24,20.43,C,1,0,21.20,0.00,20.24,20.74,C,2162,362,18.10,19.00,20.24,64.10,C,0,0,20.20,19.70,20.24,64.10,O,0,0
31_10_0_23_35,0,0,0,21.10,44.50,12298,19.90,56.00,12293,0,0,0,19.00,56.00,12243,19.70,51.70,12299,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,0,0,17.90,19.90,20.30,20.36,C,1,0,21.20,0.00,20.30,20.74,C,2170,370,18.10,19.00,20.30,64.10,C,6,0,20.20,19.70,20.30,64.10,O,1,0
31_10_0_24_5,0,0,0,21.10,44.50,12340,19.90,55.90,12352,0,0,0,19.00,56.00,12243,19.70,51.60,12348,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,1,0,17.90,19.90,20.30,20.49,C,1,0,21.20,0.00,20.30,20.74,C,2179,379,18.10,19.00,20.30,64.10,C,15,0,20.20,19.70,20.30,64.10,O,0,0
31_10_0_24_35,0,0,0,21.10,44.50,12411,19.90,55.90,12370,0,0,0,19.00,55.80,12404,19.70,51.70,12417,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.24,C,1,0,17.90,19.90,20.24,20.43,C,6,0,21.20,0.00,20.24,20.74,C,2186,386,18.10,19.00,20.24,64.10,C,1,0,20.20,19.90,20.24,64.10,O,1,0
31_10_0_25_5,0,0,0,21.10,44.50,12427,19.90,55.90,12370,0,0,0,19.00,55.80,12467,19.70,51.80,12461,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.24,C,6,0,17.90,19.90,20.24,20.43,C,15,0,21.20,0.00,20.24,20.80,C,2195,395,18.10,19.00,20.24,64.10,C,0,0,20.20,19.70,20.24,64.10,O,0,0
31_10_0_25_35,0,0,0,21.10,44.50,12427,20.00,56.00,12504,0,0,0,19.00,55.80,12501,19.70,51.70,12509,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.18,C,15,0,17.90,19.90,20.24,20.36,C,24,0,21.20,0.00,20.24,20.80,C,2204,404,18.10,19.00,20.24,64.10,C,0,0,20.20,20.10,20.24,64.10,O,1,0
31_10_0_26_6,0,0,0,21.10,44.50,12578,20.00,56.10,12566,0,0,0,19.10,55.90,12579,19.80,51.90,12574,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.18,20.18,C,1,0,17.90,20.00,20.18,20.36,C,0,0,21.20,0.00,20.18,20.80,C,2211,411,18.10,19.00,20.18,64.10,C,0,0,20.20,19.80,20.18,64.10,O,0,0
31_10_0_26_36,0,0,0,20.90,44.30,12639,20.00,56.10,12609,0,0,0,19.00,55.70,12644,19.70,51.80,12646,0,0,0,0,0,0,0,0,0,0,0,0,17.80,20.90,20.24,20.24,C,1,0,17.90,20.00,20.24,20.36,C,4,0,21.20,0.00,20.24,20.80,C,2219,419,18.10,19.00,20.18,64.10,C,1,0,20.20,19.70,20.18,64.10,O,1,0
31_10_0_27_7,0,0,0,21.10,44.50,12719,19.90,56.00,12680,0,0,0,19.00,55.80,12707,19.70,51.70,12715,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.24,C,0,0,17.90,19.90,20.24,20.36,C,3,0,21.20,0.00,20.24,20.87,C,2226,426,18.10,19.00,20.24,64.10,C,0,0,20.20,19.70,20.24,64.10,O,0,0
31_10_0_27_37,0,0,0,21.10,44.50,12773,19.90,56.00,12764,0,0,0,19.00,55.80,12765,19.70,51.70,12776,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.24,20.24,C,1,0,17.90,19.90,20.24,20.36,C,3,0,21.20,0.00,20.24,20.87,C,2234,434,18.10,19.00,20.24,64.10,C,3,0,20.20,19.90,20.24,64.10,O,2,0
31_10_0_28_7,0,0,0,21.10,44.50,12828,19.80,56.00,12844,0,0,0,19.00,55.80,12765,19.70,51.80,12835,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.30,20.30,C,1,0,17.90,20.00,20.30,20.36,C,1,0,21.20,0.00,20.30,20.87,C,2241,441,18.10,19.00,20.30,64.10,C,10,0,20.20,19.70,20.30,64.10,O,0,0
31_10_0_28_38,0,0,0,21.10,44.50,12907,19.90,56.00,12903,0,0,0,19.00,55.80,12765,19.70,51.80,12909,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.36,20.43,C,0,0,17.90,19.90,20.36,20.36,C,1,0,21.20,0.00,20.36,20.87,C,2249,449,18.10,19.00,20.36,64.10,C,18,0,20.20,19.70,20.43,64.10,O,1,0
31_10_0_29_9,0,0,0,21.10,44.50,12962,19.80,56.00,12968,0,0,0,19.00,55.90,12969,19.80,51.80,12967,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.43,20.43,C,1,0,17.90,19.80,20.43,20.36,C,0,0,21.20,0.00,20.43,20.87,C,2257,457,18.10,19.00,20.43,64.10,C,0,0,20.20,19.80,20.43,64.10,O,0,0
31_10_0_29_39,0,0,0,21.10,44.50,12972,20.00,56.20,12977,0,0,0,19.00,55.80,13009,19.90,51.80,13013,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.55,20.55,C,7,0,17.90,20.00,20.55,20.43,C,7,0,21.20,0.00,20.55,20.87,C,2266,466,18.10,19.00,20.55,64.10,C,1,0,20.20,19.70,20.55,64.10,O,2,0
31_10_0_30_9,0,0,0,21.10,44.50,12972,20.00,56.20,12977,0,0,0,19.00,55.80,13048,19.60,51.70,13045,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.62,20.18,C,17,0,17.90,20.00,20.62,20.43,C,17,0,21.20,0.00,20.62,20.87,C,2276,476,18.10,19.00,20.62,64.10,C,2,0,20.20,19.60,20.62,64.10,O,0,0
31_10_0_30_39,0,0,0,21.10,44.60,13082,19.90,56.10,13091,0,0,0,19.00,55.80,13090,19.70,51.80,13094,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.62,20.62,C,1,0,17.90,20.00,20.62,20.43,C,26,0,21.20,0.00,20.62,20.93,C,2285,485,18.10,19.00,20.62,64.10,C,0,0,20.20,19.70,20.62,64.10,O,1,0
31_10_0_31_10,0,0,0,21.10,44.60,13173,19.90,56.10,13163,0,0,0,19.00,55.80,13158,19.70,51.70,13169,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.68,20.68,C,1,0,17.90,19.90,20.68,20.43,C,0,0,21.20,0.00,20.68,20.93,C,2291,491,18.10,19.00,20.68,64.10,C,0,0,20.20,19.70,20.68,64.10,O,0,0
31_10_0_31_40,0,0,0,21.20,44.70,13239,19.90,56.10,13246,0,0,0,19.00,55.80,13226,19.70,51.70,13250,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.62,20.62,C,0,0,17.90,19.90,20.62,20.43,C,0,0,21.20,0.00,20.62,20.93,C,2298,498,18.10,19.00,20.62,64.10,C,1,0,20.20,19.70,20.62,64.10,O,1,0
31_10_0_32_11,0,0,0,21.10,44.60,13296,19.90,56.10,13299,0,0,0,19.00,55.80,13264,19.50,51.50,13304,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.55,20.55,C,2,0,17.90,19.90,20.55,20.36,C,1,0,21.20,0.00,20.55,20.93,C,2306,506,18.10,19.00,20.55,64.10,C,5,0,20.20,19.50,20.55,64.10,O,0,0
31_10_0_32_41,0,0,0,21.10,44.60,13353,19.90,56.20,13344,0,0,0,19.00,55.80,13264,19.70,51.80,13356,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.49,20.62,C,0,0,17.90,19.90,20.49,20.43,C,0,0,21.20,0.00,20.49,20.93,C,2315,515,18.10,19.00,20.49,64.10,C,14,0,20.20,19.80,20.49,64.10,O,1,0
31_10_0_33_11,0,0,0,21.10,44.60,13406,20.00,56.40,13424,0,0,0,19.00,55.80,13417,19.60,51.70,13411,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.43,20.43,C,0,0,17.90,19.90,20.43,20.36,C,1,0,21.20,0.00,20.43,20.93,C,2322,522,18.10,19.00,20.43,64.10,C,1,0,20.20,19.60,20.43,64.10,O,0,0
