time,temp0,hum0,cpt0,temp1,hum1,cpt1,temp2,hum2,cpt2,temp3,hum3,cpt3,temp4,hum4,cpt4,temp5,hum5,cpt5,temp6,hum6,cpt6,temp7,hum7,cpt7,temp8,hum8,cpt8,temp9,hum9,cpt9,targ0,meas0,temp_start0,temp_end0,open0,timeout0,cpt0,targ1,meas1,temp_start1,temp_end1,open1,timeout1,cpt1,targ2,meas2,temp_start2,temp_end2,open2,timeout2,cpt2,targ3,meas3,temp_start3,temp_end3,open3,timeout3,cpt3,targ4,meas4,temp_start4,temp_end4,open4,timeout4,cpt4
30_10_23_21_30,0,0,0,21.10,44.30,5738,20.10,55.50,5733,0,0,0,19.10,55.50,5735,19.70,51.70,5742,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.43,20.36,C,0,0,17.90,20.10,20.43,20.55,C,0,0,21.20,0.00,20.43,18.55,C,1126,526,18.10,19.10,20.43,64.10,C,0,0,20.20,19.70,20.43,64.10,O,0,0
30_10_23_22_0,0,0,0,21.10,44.30,5738,19.90,55.30,5800,0,0,0,19.00,55.40,5802,19.80,51.90,5793,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.43,20.43,C,8,0,17.90,20.30,20.43,20.55,C,2,0,21.20,0.00,20.43,18.61,C,1134,534,18.10,19.00,20.43,64.10,C,1,0,20.20,19.80,20.43,64.10,O,0,0
30_10_23_22_30,0,0,0,21.10,44.30,5738,19.80,55.20,5862,0,0,0,19.00,55.40,5868,19.80,52.00,5877,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.43,20.43,C,15,0,17.90,19.80,20.43,20.11,C,0,0,21.20,0.00,20.43,18.61,C,1141,541,18.10,19.00,20.43,64.10,C,1,0,20.20,19.80,20.43,64.10,O,1,0
30_10_23_23_0,0,0,0,21.30,44.60,5931,20.00,55.30,5922,0,0,0,19.00,55.40,5911,19.80,52.00,5929,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.30,20.36,20.43,C,1,0,17.90,20.00,20.36,20.55,C,3,0,21.20,0.00,20.36,18.61,C,1149,549,18.10,19.00,20.36,64.10,C,3,0,20.20,19.80,20.36,64.10,O,0,0
30_10_23_23_31,0,0,0,21.20,44.50,5967,20.00,55.30,5922,0,0,0,19.00,55.40,5911,19.80,51.90,5973,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.43,C,1,0,17.90,20.00,20.43,20.55,C,12,0,21.20,0.00,20.43,18.61,C,1159,559,18.10,19.00,20.43,64.10,C,13,0,20.20,19.80,20.43,64.10,O,2,0
30_10_23_24_1,0,0,0,21.20,44.50,6015,20.00,55.30,5922,0,0,0,19.00,55.40,6012,19.60,51.90,6010,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.43,20.43,C,2,0,17.90,20.00,20.43,20.55,C,21,0,21.20,0.00,20.43,18.67,C,1168,568,18.10,19.00,20.43,64.10,C,0,0,20.20,19.60,20.43,64.10,O,0,0
30_10_23_24_31,0,0,0,21.20,44.50,6067,20.10,55.40,6068,0,0,0,19.00,55.40,6066,19.50,51.80,6076,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.43,C,0,0,17.90,20.00,20.43,20.55,C,29,0,21.20,0.00,20.43,18.67,C,1176,576,18.10,19.00,20.43,64.10,C,0,0,20.20,19.80,20.43,64.10,O,1,0
30_10_23_25_1,0,0,0,21.20,44.50,6138,19.90,55.30,6140,0,0,0,19.00,55.30,6150,19.80,51.80,6145,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.43,C,1,0,17.90,19.90,20.43,20.55,C,1,0,21.20,0.00,20.43,18.74,C,1183,583,18.10,19.00,20.43,64.10,C,1,0,20.20,19.80,20.43,64.10,O,0,0
30_10_23_25_32,0,0,0,21.10,44.40,6198,20.10,55.40,6194,0,0,0,19.00,55.40,6190,19.80,51.90,6199,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.36,20.43,C,0,0,17.90,20.10,20.36,20.55,C,0,0,21.20,0.00,20.36,18.74,C,1192,592,18.10,19.00,20.36,64.10,C,0,0,20.20,19.80,20.36,64.10,O,0,0
30_10_23_26_2,0,0,0,21.20,44.50,6251,19.90,55.30,6258,0,0,0,19.00,55.40,6248,19.80,52.00,6256,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,1,0,17.90,20.10,20.36,20.49,C,4,0,21.20,0.00,20.36,18.80,C,1200,600,18.10,19.00,20.36,64.10,C,1,0,20.20,19.80,20.36,64.10,O,1,0
30_10_23_26_32,0,0,0,21.20,44.50,6263,20.30,55.60,6323,0,0,0,19.00,55.40,6330,19.80,51.90,6331,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.43,C,5,0,17.90,20.30,20.36,20.55,C,0,0,21.20,0.00,20.36,18.80,O,1207,607,18.10,19.00,20.36,64.10,C,0,0,20.20,19.80,20.36,64.10,O,1,0
30_10_23_27_2,0,0,0,21.20,44.50,6263,20.10,55.40,6388,0,0,0,19.00,55.40,6372,19.80,51.90,6380,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.36,C,13,0,17.90,20.10,20.43,20.55,C,1,0,21.20,0.00,20.43,18.80,O,1215,615,18.10,19.00,20.43,64.10,C,0,0,20.20,19.80,20.43,64.10,O,0,0
30_10_23_27_32,0,0,0,21.20,44.50,6425,20.10,55.40,6432,0,0,0,19.00,55.40,6389,19.80,51.90,6436,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.43,C,1,0,17.90,20.10,20.36,20.55,C,1,0,21.20,0.00,20.36,18.86,O,1224,624,18.10,19.00,20.36,64.10,C,6,0,20.20,19.80,20.36,64.10,O,1,0
30_10_23_28_3,0,0,0,21.10,44.40,6482,20.10,55.40,6473,0,0,0,19.00,55.40,6389,19.80,51.90,6472,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,1,0,17.90,20.10,20.36,20.55,C,2,0,21.20,0.00,20.36,18.86,O,1233,633,18.10,19.00,20.36,64.10,C,15,0,20.20,19.80,20.36,63.91,O,0,0
30_10_23_28_33,0,0,0,21.20,44.50,6525,20.10,55.40,6491,0,0,0,19.00,55.40,6520,19.80,51.80,6526,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,0,0,17.90,20.10,20.36,20.55,C,6,0,21.20,0.00,20.36,18.86,O,1242,642,18.10,19.00,20.36,64.10,C,0,0,20.20,19.80,20.36,64.10,O,1,0
30_10_23_29_3,0,0,0,21.20,44.50,6572,20.10,55.40,6491,0,0,0,19.00,55.40,6566,19.80,51.90,6578,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.93,20.30,C,1,0,17.90,20.10,20.93,20.55,C,15,0,21.20,0.00,20.93,18.92,O,1251,651,18.10,19.00,20.93,64.10,C,2,0,20.20,19.80,20.93,64.10,O,0,0
30_10_23_29_33,0,0,0,21.20,44.50,6650,20.10,55.40,6491,0,0,0,19.00,55.40,6644,19.70,51.70,6638,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.30,C,0,0,17.90,20.10,20.30,20.55,C,22,0,21.20,0.00,20.30,19.49,O,1258,658,18.10,19.00,20.30,64.10,C,0,0,20.20,19.70,20.30,64.10,O,1,0
30_10_23_30_4,0,0,0,21.20,44.50,6681,19.90,55.30,6690,0,0,0,19.00,55.40,6696,19.90,51.90,6703,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.30,C,4,0,17.90,19.90,20.30,20.55,C,3,0,21.20,0.00,20.30,18.99,O,1266,666,18.10,19.00,20.30,64.10,C,1,0,20.20,19.90,20.30,64.10,O,0,0
30_10_23_30_34,0,0,0,21.20,44.40,6753,20.10,55.40,6720,0,0,0,19.00,55.50,6750,19.80,51.90,6745,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.36,20.43,C,1,0,17.90,20.10,20.36,20.55,C,4,0,21.20,0.00,20.36,18.99,O,1275,675,18.10,19.00,20.36,64.10,C,1,0,20.20,19.80,20.36,64.10,O,1,0
30_10_23_31_4,0,0,0,21.20,44.40,6753,20.10,55.70,6783,0,0,0,19.00,55.40,6789,19.80,51.90,6793,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.43,C,9,0,17.90,20.10,20.43,20.55,C,1,0,21.20,0.00,20.43,19.05,O,1285,685,18.10,19.00,20.43,64.10,C,1,0,20.20,20.00,20.43,64.10,O,1,0
30_10_23_31_34,0,0,0,21.20,44.40,6753,19.80,55.50,6846,0,0,0,19.00,55.30,6814,19.80,51.90,6838,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.49,20.49,C,17,0,17.90,20.00,20.49,20.49,C,2,0,21.20,0.00,20.49,19.05,O,1293,693,18.10,19.00,20.49,64.10,C,3,0,20.20,19.80,20.49,64.10,O,1,0
30_10_23_32_5,0,0,0,21.10,44.40,6895,20.10,55.80,6896,0,0,0,19.00,55.30,6814,19.80,51.90,6889,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.55,20.55,C,1,0,17.90,20.10,20.55,20.49,C,1,0,21.20,0.00,20.55,19.05,O,1302,702,18.10,19.00,20.55,64.10,C,12,0,20.20,19.80,20.55,64.10,O,0,0
30_10_23_32_35,0,0,0,21.10,44.40,6912,20.10,55.80,6922,0,0,0,19.00,55.30,6814,19.80,51.90,6936,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.62,20.62,C,7,0,17.90,20.10,20.62,20.55,C,7,0,21.20,0.00,20.62,19.11,O,1311,711,18.10,19.00,20.62,64.10,C,21,0,20.20,19.80,20.62,64.10,O,1,0
30_10_23_33_5,0,0,0,21.10,44.40,6992,20.20,56.00,6999,0,0,0,19.00,55.20,7003,19.80,51.80,6997,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.68,20.68,C,1,0,17.90,20.10,20.68,20.55,C,4,0,21.20,0.00,20.68,19.11,O,1319,719,18.10,19.00,20.68,64.10,C,1,0,20.20,19.80,20.68,64.10,O,0,0
30_10_23_33_36,0,0,0,21.10,44.40,7066,20.00,55.90,7018,0,0,0,19.00,55.20,7058,19.70,51.80,7057,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.74,20.74,C,0,0,17.90,20.00,20.74,20.55,C,5,0,21.20,0.00,20.74,19.11,O,1327,727,18.10,19.00,20.74,64.10,C,0,0,20.20,19.70,20.68,64.10,O,0,0
30_10_23_34_6,0,0,0,21.10,44.40,7133,20.00,55.90,7018,0,0,0,19.00,55.20,7125,19.80,51.80,7141,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.68,20.68,C,1,0,17.90,20.00,20.68,20.55,C,12,0,21.20,0.00,20.68,19.17,O,1333,733,18.10,19.00,20.68,64.10,C,0,0,20.20,19.70,20.68,64.10,O,1,0
30_10_23_34_36,0,0,0,21.20,44.50,7189,20.00,55.90,7018,0,0,0,19.00,55.20,7197,19.80,51.90,7192,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.74,20.74,C,2,0,17.90,20.00,20.74,20.55,C,20,0,21.20,0.00,20.74,19.17,O,1342,742,18.10,19.00,20.74,64.10,C,2,0,20.20,19.80,20.74,64.10,O,1,0
30_10_23_35_7,0,0,0,21.20,44.50,7246,20.10,55.90,7245,0,0,0,19.00,55.30,7243,19.70,51.90,7251,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.68,20.68,C,0,0,17.90,20.10,20.68,20.55,C,0,0,21.20,0.00,20.68,19.24,O,1350,750,18.10,19.00,20.68,64.10,C,0,0,20.20,19.70,20.68,64.10,O,0,0
30_10_23_35_37,0,0,0,21.20,44.50,7246,20.10,55.90,7288,0,0,0,19.00,55.30,7279,20.00,52.00,7286,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.62,20.62,C,10,0,17.90,19.90,20.62,20.55,C,1,0,21.20,0.00,20.62,19.24,O,1360,760,18.10,19.00,20.62,64.10,C,1,0,20.20,20.00,20.62,64.10,O,1,0
30_10_23_36_7,0,0,0,21.20,44.50,7246,20.10,55.80,7325,0,0,0,19.00,55.30,7291,19.70,51.80,7332,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.55,20.55,C,19,0,17.90,20.10,20.55,20.55,C,0,0,21.20,0.00,20.55,19.24,O,1369,769,18.10,19.00,20.55,64.10,C,8,0,20.20,19.70,20.55,64.10,O,2,0
30_10_23_36_37,0,0,0,21.20,44.40,7387,20.10,55.80,7388,0,0,0,19.00,55.30,7291,19.70,51.80,7381,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.43,C,1,0,17.90,20.10,20.43,20.49,C,0,0,21.20,0.00,20.43,19.30,O,1377,777,18.10,19.00,20.43,64.10,C,16,0,20.20,19.70,20.43,64.10,O,0,0
30_10_23_37_8,0,0,0,21.20,44.40,7442,20.10,55.80,7443,0,0,0,19.00,55.40,7455,19.70,51.70,7454,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.43,C,1,0,17.90,20.10,20.43,20.55,C,1,0,21.20,0.00,20.43,19.30,O,1385,785,18.10,19.00,20.43,64.10,C,1,0,20.20,19.70,20.43,64.10,O,1,0
30_10_23_37_38,0,0,0,21.20,44.30,7511,20.10,55.70,7466,0,0,0,19.00,55.70,7506,19.70,51.70,7500,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.43,20.43,C,2,0,17.90,20.10,20.43,20.49,C,7,0,21.20,0.00,20.43,19.30,O,1393,793,18.10,19.00,20.43,64.10,C,2,0,20.20,19.70,20.43,64.10,O,0,0
30_10_23_38_8,0,0,0,21.20,44.30,7574,20.00,55.70,7571,0,0,0,19.00,55.70,7553,19.80,51.90,7582,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.43,C,1,0,17.90,20.00,20.36,20.49,C,0,0,21.20,0.00,20.36,19.30,O,1400,800,18.10,19.00,20.36,64.10,C,2,0,20.20,19.70,20.36,64.10,O,1,0
30_10_23_38_38,0,0,0,21.20,44.30,7640,20.10,55.80,7609,0,0,0,19.00,55.60,7649,19.70,51.70,7646,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,1,0,17.90,20.10,20.36,20.49,C,5,0,21.20,0.00,20.36,19.36,O,1408,808,18.10,19.00,20.36,64.10,C,2,0,20.20,19.70,20.36,64.10,O,1,0
30_10_23_39_9,0,0,0,21.20,44.30,7709,20.10,55.80,7609,0,0,0,19.00,55.70,7701,19.80,51.90,7715,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.43,C,1,0,17.90,20.10,20.30,20.49,C,12,0,21.20,0.00,20.30,19.36,O,1415,815,18.10,19.00,20.30,64.10,C,1,0,20.20,19.80,20.30,64.10,O,1,0
30_10_23_39_39,0,0,0,21.20,44.30,7744,20.10,55.80,7609,0,0,0,19.00,55.60,7754,19.70,51.70,7758,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,4,0,17.90,20.10,20.36,20.55,C,22,0,21.20,0.00,20.36,19.42,O,1424,824,18.10,19.00,20.36,64.10,C,1,0,20.20,19.70,20.36,64.10,O,0,0
30_10_23_40_9,0,0,0,21.20,44.30,7744,20.10,55.60,7785,0,0,0,19.00,55.50,7771,20.00,52.00,7788,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.43,C,14,0,17.90,20.10,20.43,20.55,C,0,0,21.20,0.00,20.43,19.42,O,1435,835,18.10,19.00,20.43,64.10,C,2,0,20.20,19.90,20.43,64.10,O,2,0
30_10_23_40_39,0,0,0,21.20,44.30,7744,20.10,55.70,7811,0,0,0,19.00,55.50,7771,19.70,51.70,7817,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,24,0,17.90,20.10,20.36,20.49,C,1,0,21.20,0.00,20.36,19.42,O,1445,845,18.10,19.00,20.36,64.10,C,12,0,20.20,19.70,20.36,64.10,O,0,0
30_10_23_41_9,0,0,0,21.20,44.30,7867,20.00,55.70,7874,0,0,0,19.00,55.50,7771,19.70,51.80,7879,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.43,C,1,0,17.90,20.00,20.36,20.55,C,0,0,21.20,0.00,20.36,19.42,O,1453,853,18.10,19.00,20.36,64.10,C,20,0,20.20,19.70,20.36,64.10,O,1,0
30_10_23_41_40,0,0,0,21.10,44.10,7946,20.10,55.90,7951,0,0,0,19.00,55.40,7942,19.70,51.70,7940,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.43,20.36,C,4,0,17.90,20.10,20.43,20.55,C,1,0,21.20,0.00,20.43,19.49,O,1460,860,18.10,19.00,20.43,64.10,C,1,0,20.20,19.70,20.43,64.10,O,0,0
30_10_23_42_10,0,0,0,21.20,44.30,7966,20.00,55.80,7970,0,0,0,19.00,55.50,7992,19.70,51.70,7996,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,6,0,17.90,20.00,20.36,20.55,C,6,0,21.20,0.00,20.36,19.49,O,1469,869,18.10,19.00,20.36,64.10,C,0,0,20.20,19.70,20.36,64.10,O,1,0
30_10_23_42_40,0,0,0,21.20,44.30,8040,20.00,56.00,8055,0,0,0,19.00,55.50,8058,19.70,51.70,8049,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,1,0,17.90,20.00,20.36,20.49,C,1,0,21.20,0.00,20.36,19.49,O,1477,877,18.10,19.00,20.36,64.10,C,1,0,20.20,19.70,20.36,64.10,O,0,0
30_10_23_43_10,0,0,0,21.20,44.30,8133,20.00,56.00,8125,0,0,0,19.00,55.50,8129,19.60,51.60,8134,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,0,0,17.90,20.00,20.36,20.49,C,1,0,21.20,0.00,20.36,19.55,O,1484,884,18.10,19.00,20.36,64.10,C,0,0,20.20,19.70,20.36,64.10,O,1,0
30_10_23_43_41,0,0,0,21.20,44.20,8187,20.00,56.10,8176,0,0,0,19.00,55.70,8183,19.80,51.80,8192,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,1,0,17.90,20.00,20.36,20.49,C,2,0,21.20,0.00,20.36,19.55,O,1492,892,18.10,19.00,20.36,64.10,C,1,0,20.20,19.80,20.36,64.10,O,0,0
30_10_23_44_11,0,0,0,21.20,44.30,8218,20.00,56.10,8176,0,0,0,19.00,55.70,8235,19.50,51.50,8236,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.36,C,4,0,17.90,20.00,20.30,20.49,C,11,0,21.20,0.00,20.30,19.55,O,1501,901,18.10,19.00,20.30,64.10,C,2,0,20.20,19.70,20.30,64.10,O,1,0
30_10_23_44_41,0,0,0,21.20,44.30,8218,20.00,56.10,8176,0,0,0,19.00,55.70,8235,19.70,51.70,8263,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,15,0,17.90,20.00,20.36,20.49,C,22,0,21.20,0.00,20.36,19.61,O,1512,912,18.10,19.00,20.36,64.10,C,10,0,20.20,19.70,20.30,64.10,O,0,0
30_10_23_45_11,0,0,0,21.20,44.30,8218,20.00,56.10,8293,0,0,0,19.00,55.70,8235,19.70,51.70,8295,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.30,C,25,0,17.90,20.00,20.30,20.49,C,2,0,21.20,0.00,20.30,19.61,O,1522,922,18.10,19.00,20.30,64.10,C,20,0,20.20,19.70,20.30,64.10,O,1,0
30_10_23_45_42,0,0,0,21.20,44.30,8348,20.00,56.20,8334,0,0,0,19.00,55.50,8345,19.80,51.80,8340,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.30,C,0,0,17.90,20.00,20.30,20.49,C,0,0,21.20,0.00,20.30,19.61,O,1530,930,18.10,19.00,20.30,64.10,C,28,0,20.20,19.70,20.30,64.10,O,1,0
30_10_23_46_12,0,0,0,21.20,44.30,8389,20.00,56.20,8418,0,0,0,19.00,55.50,8408,19.70,51.70,8402,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.30,C,2,0,17.90,20.00,20.30,20.49,C,0,0,21.20,0.00,20.30,19.68,O,1538,938,18.10,19.00,20.30,64.10,C,0,0,20.20,19.70,20.30,64.10,O,0,0
30_10_23_46_43,0,0,0,21.20,44.30,8450,20.00,56.30,8473,0,0,0,19.00,55.50,8471,19.60,51.70,8481,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.30,C,4,0,17.90,20.00,20.30,20.55,C,2,0,21.20,0.00,20.30,19.68,O,1545,945,18.10,19.00,20.30,64.10,C,1,0,20.20,19.60,20.30,64.10,O,0,0
30_10_23_47_13,0,0,0,21.20,44.30,8531,20.00,56.30,8527,0,0,0,19.00,55.50,8530,20.00,52.00,8533,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.30,C,0,0,17.90,20.00,20.30,20.55,C,0,0,21.20,0.00,20.30,19.68,O,1554,954,18.10,19.00,20.30,64.10,C,0,0,20.20,19.70,20.30,64.10,O,1,0
30_10_23_47_43,0,0,0,21.20,44.30,8538,20.00,56.40,8572,0,0,0,19.00,55.50,8562,19.70,51.70,8569,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.24,20.24,C,6,0,17.90,19.90,20.24,20.49,C,2,0,21.20,0.00,20.24,19.68,O,1564,964,18.10,19.00,20.24,64.10,C,1,0,20.20,19.70,20.24,64.10,O,0,0
30_10_23_48_13,0,0,0,21.20,44.30,8538,20.00,56.40,8620,0,0,0,19.00,55.50,8622,19.70,51.70,8614,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.24,20.24,C,15,0,17.90,20.00,20.24,20.49,C,1,0,21.20,0.00,20.24,19.74,O,1573,973,18.10,19.00,20.24,64.10,C,1,0,20.20,19.70,20.24,64.10,O,0,0
30_10_23_48_44,0,0,0,21.20,44.30,8538,20.00,56.40,8653,0,0,0,19.00,55.50,8657,19.60,51.60,8665,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.24,C,24,0,17.90,20.00,20.30,20.49,C,6,0,21.20,0.00,20.30,19.74,O,1582,982,18.10,19.00,20.30,64.10,C,4,0,20.20,19.60,20.30,64.10,O,0,0
30_10_23_49_14,0,0,0,21.20,44.30,8538,20.00,56.40,8653,0,0,0,19.00,55.50,8657,19.70,51.70,8687,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.30,C,35,0,17.90,20.00,20.30,20.49,C,17,0,21.20,0.00,20.30,19.74,O,1593,993,18.10,19.00,20.30,64.10,C,15,0,20.20,19.70,20.30,64.10,O,1,0
30_10_23_49_44,0,0,0,21.20,44.30,8538,20.00,56.40,8653,0,0,0,19.00,55.50,8657,19.80,51.80,8710,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.30,20.30,C,46,0,17.90,20.00,20.30,20.49,C,28,0,21.20,0.00,20.30,19.80,O,1604,1004,18.10,19.00,20.30,64.10,C,26,0,20.20,19.70,20.36,64.10,O,2,0
30_10_23_50_15,0,0,0,21.20,44.30,8538,20.00,56.40,8754,0,0,0,19.00,55.50,8749,19.70,51.70,8744,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.36,20.36,C,55,0,17.90,19.90,20.36,20.49,C,1,0,21.20,0.00,20.36,19.80,O,1613,1013,18.10,19.00,20.36,64.10,C,0,0,20.20,19.70,20.36,64.10,O,1,0
30_10_23_50_45,0,0,0,21.20,44.30,8538,20.00,56.30,8801,0,0,0,19.00,55.50,8805,19.70,51.70,8804,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.49,20.49,C,64,0,17.90,20.00,20.49,20.49,C,1,0,21.20,0.00,20.49,19.80,O,1622,1022,18.10,18.90,20.49,64.10,C,4,0,20.20,19.70,20.49,64.10,O,0,0
30_10_23_51_16,0,0,0,21.20,44.30,8538,20.00,56.30,8849,0,0,0,19.00,55.40,8842,19.70,51.70,8837,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.49,20.49,C,73,0,17.90,20.00,20.49,20.49,C,1,0,21.20,0.00,20.49,19.86,O,1631,1031,18.10,19.00,20.49,64.10,C,2,0,20.20,19.70,20.49,64.10,O,1,0
30_10_23_51_46,0,0,0,21.20,44.30,8538,20.00,56.30,8863,0,0,0,19.00,55.40,8882,19.70,51.70,8888,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.55,20.62,C,83,0,17.90,20.00,20.55,20.43,C,7,0,21.20,0.00,20.55,19.86,O,1641,1041,18.10,19.00,20.55,64.10,C,1,0,20.20,19.70,20.55,64.10,O,0,0
30_10_23_52_16,0,0,0,21.20,44.30,8538,20.00,56.30,8943,0,0,0,19.00,55.40,8948,19.70,51.70,8934,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.62,20.62,C,91,0,17.90,20.00,20.62,20.49,C,0,0,21.20,0.00,20.62,19.86,O,1649,1049,18.10,18.90,20.62,64.10,C,1,0,20.20,19.70,20.62,64.10,O,1,0
30_10_23_52_47,0,0,0,21.20,44.30,8538,19.90,56.30,8986,0,0,0,19.00,55.50,8992,19.70,51.70,8996,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.68,20.68,C,100,0,17.90,19.90,20.68,20.43,C,2,0,21.20,0.00,20.68,19.93,O,1658,1058,18.10,19.00,20.68,64.10,C,0,0,20.20,19.70,20.68,64.10,O,1,0
30_10_23_53_17,0,0,0,21.20,44.30,8538,19.90,56.30,9047,0,0,0,19.00,55.50,9003,19.70,51.70,9041,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.68,20.68,C,109,0,17.90,19.90,20.62,20.43,C,0,0,21.20,0.00,20.62,19.86,O,1666,1066,18.10,19.00,20.62,64.10,C,6,0,20.20,19.70,20.62,64.10,O,0,0
30_10_23_53_48,0,0,0,21.20,44.30,8538,19.90,56.30,9072,0,0,0,19.00,55.50,9003,19.70,51.70,9079,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.62,20.68,C,119,0,17.90,19.90,20.62,20.43,C,3,0,21.20,0.00,20.62,19.93,O,1677,1077,18.10,19.00,20.68,64.10,C,16,0,20.20,19.70,20.68,64.10,O,2,0
30_10_23_54_18,0,0,0,21.20,44.30,8538,19.90,56.30,9072,0,0,0,19.00,55.50,9101,19.70,51.70,9099,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.20,20.62,20.55,C,130,0,17.90,19.90,20.62,20.43,C,14,0,21.20,0.00,20.62,19.93,O,1688,1088,18.10,19.00,20.62,64.10,C,1,0,20.20,19.70,20.62,64.10,O,1,0
30_10_23_54_49,0,0,0,21.10,44.30,9136,19.90,56.30,9072,0,0,0,19.00,55.30,9141,19.70,51.70,9134,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.55,20.55,C,2,0,17.90,19.90,20.55,20.43,C,23,0,21.20,0.00,20.55,19.99,O,1697,1097,18.10,19.00,20.55,64.10,C,2,0,20.20,19.70,20.55,64.10,O,0,0
30_10_23_55_19,0,0,0,21.10,44.30,9164,20.00,56.40,9191,0,0,0,19.00,55.30,9184,19.60,51.60,9177,0,0,0,0,0,0,0,0,0,0,0,0,17.80,21.10,20.49,20.49,C,2,0,17.90,19.90,20.49,20.43,C,1,0,21.20,0.00,20.49,19.99,O,1706,1106,18.10,19.00,20.49,64.10,C,0,0,20.20,19.60,20.49,64.10,O,1,0
